_id,vocabulary,type,pronunciation,meaning,__v
6669ab60deb9c3c8f02d4453,cow,n,/kaʊ/,con bò,0
6669ab60deb9c3c8f02d4454,buffalo,n,/ˈbʌfələʊ/,con trâu,0
6669ab60deb9c3c8f02d4455,horse,n,/hɔːrs/,con ngựa,0
6669ab60deb9c3c8f02d4456,goat,n,/ɡoʊt/,con dê,0
6669ab60deb9c3c8f02d4457,sheep,n,/ʃiːp/,con cừu,0
6669ab60deb9c3c8f02d4458,fish,n,/fɪʃ/,con cá,0
6669ab60deb9c3c8f02d4459,goldfish,n,/ˈɡoʊld.fɪʃ/,cá vàng,0
6669ab60deb9c3c8f02d445a,crab,n,/kræb/,con cua,0
6669ab60deb9c3c8f02d445b,shrimp,n,/ʃrɪmp/,con tôm,0
6669ab60deb9c3c8f02d445c,squid,n,/skwɪd/,con mực,0
6669ab60deb9c3c8f02d445d,octopus,n,/ˈɑːktəpʊs/,con bạch tuộc,0
6669ab60deb9c3c8f02d445e,shark,n,/ʃɑːrk/,cá mập,0
6669ab60deb9c3c8f02d445f,dolphin,n,/ˈdɑːlfɪn/,cá heo,0
6669ab60deb9c3c8f02d4460,turtle,n,/ˈtɝː.t̬əl/,con rùa,0
6669ab60deb9c3c8f02d4461,monkey,n,/ˈmʌŋ.ki/,con khỉ,0
6669ab60deb9c3c8f02d4462,tiger,n,/ˈtaɪɡər/,con hổ,0
6669ab60deb9c3c8f02d4463,lion,n,/ˈlaɪ.ən/,con sư tử,0
6669ab60deb9c3c8f02d4464,leopard,n,/ˈlep.ɚd/,con báo,0
6669ab60deb9c3c8f02d4465,elephant,n,/ˈel.ə.fənt/,con voi,0
6669ab60deb9c3c8f02d4466,giraffe,n,/dʒɪˈræf/,hươu cao cổ,0
6669ab60deb9c3c8f02d4467,deer,n,/dɪr/,"con hươu, nai",0
6669ab60deb9c3c8f02d4468,hippo,n,/ˈhɪpəʊ/,con hà mã,0
6669ab60deb9c3c8f02d4469,rhino,n,/ˈraɪnəʊ/,con tê giác,0
6669ab60deb9c3c8f02d446a,hedgehog,n,/ˈhedʒ.hɑːɡ/,con nhím,0
6669ab60deb9c3c8f02d446b,squirrel,n,/ˈskwɝː.əl/,con sóc,0
6669ab60deb9c3c8f02d446c,otter,n,/ˈɑː.t̬ɚ/,rái cá,0
6669ab60deb9c3c8f02d446d,kangaroo,n,/ˌkæŋ.ɡəˈruː/,chuột túi,0
6669ab60deb9c3c8f02d446e,hamster,n,/ˈhæm.stɚ/,chuột đồng,0
6669ab60deb9c3c8f02d446f,fox,n,/fɑːks/,con cáo,0
6669ab60deb9c3c8f02d4470,wolf,n,/wʊlf/,con sói,0
6669ab60deb9c3c8f02d4471,bear,n,/ber/,con gấu,0
6669ab60deb9c3c8f02d4472,panda,n,/ˈpæn.də/,con gấu trúc,0
6669ab60deb9c3c8f02d4473,ostrich,n,/ˈɑː.strɪtʃ/,đà điểu,0
6669ab60deb9c3c8f02d4474,bee,n,/biː/,ong,0
6669ab60deb9c3c8f02d4475,butterfly,n,/ˈbʌtərflaɪ/,bướm,0
6669ab60deb9c3c8f02d4476,worm,n,/wɜːrm/,con sâu,0
6669ab60deb9c3c8f02d4477,earthworm,n,/ˈɜːrθwɜːrm/,con giun,0
6669ab60deb9c3c8f02d4478,eagle,n,/ˈiː.ɡəl/,đại bàng,0
6669ab60deb9c3c8f02d4479,owl,n,/aʊl/,con cú,0
6669ab60deb9c3c8f02d447a,parrot,n,/ˈper.ət/,con vẹt,0
6669ab60deb9c3c8f02d447b,peacock,n,/ˈpiː.kɑːk/,con công,0
6669ab60deb9c3c8f02d447c,dove,n,/dʌv/,chim bồ câu,0
6669ab60deb9c3c8f02d447d,flamingo,n,/fləˈmɪŋ.ɡoʊ/,chim hồng hạc,0
6669ab60deb9c3c8f02d447e,crow,n,/kroʊ/,con quạ,0
6669ab60deb9c3c8f02d447f,hawk,n,/hɑːk/,chim diều hâu,0
6669ab60deb9c3c8f02d4480,penguin,n,/ˈpeŋ.ɡwɪn/,chim cánh cụt,0
6669ab60deb9c3c8f02d4481,sparrow,n,/ˈsper.oʊ/,chim sẻ,0
6669ab60deb9c3c8f02d4482,swallow,n,/ˈswɑː.loʊ/,"chim nhạn, én",0
